timestamp,ticker,title,status,market_type,yes_bid,yes_bid2,yes_ask,yes_ask2,no_bid,no_bid2,no_ask,no_ask2,yes_spread,no_spread,yes_depth,no_depth,liquidity_dollars,volume_24h
2025-10-26T18:27:11.916389Z,KXNFLGAME-25OCT26GBPIT-GB,Green Bay at Pittsburgh Winner?,active,binary,0.58,0.98,0.59,0.02,0.41,0.98,0.42,0.02,0.01,0.01,53,36,8869067.46,177638.0
2025-10-26T18:27:12.011069Z,KXNFLGAME-25OCT27WASKC-KC,Washington at Kansas City Winner?,active,binary,0.85,0.98,0.86,0.02,0.14,0.98,0.15,0.02,0.01,0.01,78,14,7994416.6,112993.0
2025-10-26T18:27:12.111418Z,KXNFLGAME-25OCT26TENIND-IND,Tennessee at Indianapolis Winner?,active,binary,0.9,0.98,0.91,0.02,0.09,0.98,0.1,0.02,0.01,0.01,86,9,7883793.49,599029.0
2025-10-26T18:27:12.195446Z,KXNFLGAME-25OCT26DALDEN-DEN,Dallas at Denver Winner?,active,binary,0.64,0.98,0.65,0.02,0.35,0.98,0.36,0.02,0.01,0.01,58,32,7863448.84,204062.0
2025-10-26T18:27:12.289861Z,KXNFLGAME-25OCT26GBPIT-PIT,Green Bay at Pittsburgh Winner?,active,binary,0.41,0.98,0.42,0.02,0.58,0.98,0.59,0.02,0.01,0.01,39,53,6991220.23,391973.0
2025-10-26T18:27:12.377038Z,KXNFLGAME-25OCT26DALDEN-DAL,Dallas at Denver Winner?,active,binary,0.35,0.98,0.36,0.02,0.64,0.98,0.65,0.02,0.01,0.01,35,57,6862358.55,946156.0
2025-10-26T18:27:12.475474Z,KXNFLGAME-25OCT26TBNO-TB,Tampa Bay at New Orleans Winner?,active,binary,0.64,0.98,0.65,0.02,0.35,0.98,0.36,0.02,0.01,0.01,59,32,5769929.48,1174501.0
2025-10-26T18:27:12.614277Z,KXNFLGAME-25OCT27WASKC-WAS,Washington at Kansas City Winner?,active,binary,0.14,0.98,0.15,0.02,0.85,0.98,0.86,0.02,0.01,0.01,14,79,5538830.59,230074.0
2025-10-26T18:27:12.714691Z,KXNFLGAME-25OCT26TENIND-TEN,Tennessee at Indianapolis Winner?,active,binary,0.09,0.98,0.1,0.02,0.9,0.98,0.91,0.02,0.01,0.01,9,86,5464845.92,426581.0
2025-10-26T18:27:12.821026Z,KXNFLGAME-25OCT26TBNO-NO,Tampa Bay at New Orleans Winner?,active,binary,0.35,0.98,0.36,0.02,0.64,0.98,0.65,0.02,0.01,0.01,34,56,4889075.41,181580.0
2025-10-26T18:27:12.916764Z,KXNFLGAME-25OCT26CHIBAL-BAL,Chicago at Baltimore Winner?,active,binary,0.68,0.98,0.69,0.02,0.31,0.98,0.32,0.02,0.01,0.01,51,26,3309938.8,1959485.0
2025-10-26T18:27:13.019518Z,KXNFLGAME-25OCT26CLENE-NE,Cleveland at New England Winner?,active,binary,0.7,0.98,0.71,0.02,0.29,0.98,0.3,0.02,0.01,0.01,54,22,3130700.11,1906482.0
2025-10-26T18:27:13.114051Z,KXNFLGAME-25OCT26CLENE-CLE,Cleveland at New England Winner?,active,binary,0.29,0.98,0.3,0.02,0.7,0.98,0.71,0.02,0.01,0.01,27,45,3049657.15,954806.0
2025-10-26T18:27:13.214481Z,KXNFLGAME-25OCT26CHIBAL-CHI,Chicago at Baltimore Winner?,active,binary,0.31,0.98,0.32,0.02,0.68,0.98,0.69,0.02,0.01,0.01,30,58,2946950.13,6309548.0
2025-10-26T18:27:13.313768Z,KXNFLGAME-25OCT26NYGPHI-NYG,New York G at Philadelphia Winner?,active,binary,0.13,0.98,0.14,0.02,0.86,0.98,0.87,0.02,0.01,0.01,12,73,2488911.01,3137863.0
2025-10-26T18:27:13.397234Z,KXNFLGAME-25OCT26NYGPHI-PHI,New York G at Philadelphia Winner?,active,binary,0.86,0.98,0.87,0.02,0.13,0.98,0.14,0.02,0.01,0.01,65,12,2442798.8,1897376.0
2025-10-26T18:27:13.500065Z,KXNFLGAME-25OCT26MIAATL-MIA,Miami at Atlanta Winner?,active,binary,0.79,0.98,0.8,0.02,0.2,0.98,0.21,0.02,0.01,0.01,65,14,2051393.03,1961759.0
2025-10-26T18:27:13.602163Z,KXNFLGAME-25OCT26SFHOU-HOU,San Francisco at Houston Winner?,active,binary,0.79,0.98,0.8,0.02,0.2,0.98,0.21,0.02,0.01,0.01,75,15,1703751.35,1685783.0
2025-10-26T18:27:13.688346Z,KXNBAGAME-25OCT26CHAWAS-CHA,Charlotte vs Washington Winner?,active,binary,0.44,0.98,0.45,0.02,0.55,0.98,0.56,0.02,0.01,0.01,33,27,1671819.89,77429.0
2025-10-26T18:27:13.783555Z,KXNFLGAME-25OCT26SFHOU-SF,San Francisco at Houston Winner?,active,binary,0.2,0.98,0.21,0.02,0.79,0.98,0.8,0.02,0.01,0.01,14,72,1638247.33,7256133.0
2025-10-26T18:27:13.885392Z,KXNFLGAME-25OCT26MIAATL-ATL,Miami at Atlanta Winner?,active,binary,0.2,0.98,0.22,0.02,0.78,0.98,0.8,0.02,0.02,0.02,20,64,1624241.9,2139036.0
